"","PC1_GE","PC2_GE","Sample","lib.size","norm.factors","ID","rna_lib_type","rna_batch","pair","mother","sex","date_birth","remark","year","ID_tp","ID_tp.1","group","sample_collection_date","sample_collection_Dec_days","delta_days_samples","age_days","tissue","colony","life_history_stage","WBCin10_total","WBCin10_Neutro","WBCin10_Eo","WBCin10_Baso","WBCin10_Lympho","WBCin10_Mono","Diff_Neutro","Diff_Eo","Diff_Baso","Diff_Lympho","Diff_Mono","TimeTo100","WBC_ratio","WBC_ratio_log","PC1","PC2","PC3","PC4","PC5"
"11",2.76063449845178,-57.4146041835251,"C18_FWB_pup_end_2018B",31953589.0098181,1.2693083693144,"C18","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","F18_C18","F18","F",NA,"not sure about delta days","2018_2019","C18_2","C18_2","2","11-02-2019",73,53,"56","blood","FWB","Pup","5","1","0","0","2","2",58,6,0,24,12,"20",3.16666666666667,1.15267950993839,-0.0249819726361243,-0.0445657017295909,-0.0351704916489411,-0.0229896984766423,0.00449092035583114
"12",45.313259106143,29.2092784043317,"C19_FWB_pup_start_2018B",27696566.0695207,1.19131726063452,"C19","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","F19_C19","F19","F",NA,NA,"2018_2019","C19_1","C19_1","1","20-12-2018",20,0,"2to5","blood","FWB","Pup","2","0","0","0","2","0",13,1,0,80,6,"37",0.25,-1.38629436111989,-0.0291379860806858,0.0118671415037007,-0.0206139048531018,0.0174890052441248,0.0468373058360326
"13",16.2926617778443,-29.8438018068067,"C19_FWB_pup_end_2018B",8021022.94129344,0.914380798842605,"C19","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","F19_C19","F19","F",NA,"not sure about delta days","2018_2019","C19_2","C19_2","2","05-02-2019",67,47,"50","blood","FWB","Pup","4","1","0","0","3","0",31,7,2,53,7,"26",0.886792452830189,-0.120144311842063,-0.0291379860806858,0.0118671415037007,-0.0206139048531018,0.0174890052441248,0.0468373058360326
"14",64.6521020554844,58.445002725744,"C21_FWB_pup_start_2018",11482968.0784298,1.05104646505335,"C21","BGISEQ-500 Transcriptome","F20FTSEUHT0820_ARCbfrE","F21_C21","F21","M",NA,NA,"2018_2019","C21_1","C21_1","1","21-12-2018",21,0,"2to5","blood","FWB","Pup","1","0","0","0","1","0",31,8,0,58,3,"36",0.724137931034483,-0.322773392263051,-0.0239281592126235,-0.0151472677829549,0.0340506567020378,0.000538533684670413,-0.00891115138314498
"15",-8.94839220389409,8.46694218489375,"C24_FWB_pup_start_2018B",30158548.3303977,1.17511611046887,"C24","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","F24_C24","F24","M",NA,NA,"2018_2019","C24_1","C24_1","1","21-12-2018",21,0,"2to5","blood","FWB","Pup","3","2","0","0","1","0",31,14,0,46,9,"25",1.17391304347826,0.160342650075179,-0.0118730293721497,0.00405705957526139,-0.0114622474733074,-0.0124063024546997,-0.010617369073381
"16",-68.3223937937353,-40.3996758910685,"C24_FWB_pup_end_2018B",20914490.809852,0.981546762608676,"C24","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","F24_C24","F24","M",NA,"not sure about delta days","2018_2019","C24_2","C24_2","2","17-02-2019",79,58,"61","blood","FWB","Pup","11","4","3","0","1","3",55,13,4,17,11,"13",4.88235294117647,1.58562726374038,-0.0118730293721497,0.00405705957526139,-0.0114622474733074,-0.0124063024546997,-0.010617369073381
"17",-26.411027521916,-67.028138279639,"C5_FWB_pup_start_2018B",16022472.9784813,1.06357080283826,"C5","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCutzE","F5_C5","F5","M",NA,NA,"2018_2019","C5_1","C5_1","1","14-12-2018",14,0,"2to5","blood","FWB","Pup","18","0","0","0","18","0",6,2,0,92,0,"10",0.0869565217391304,-2.4423470353692,-0.0124477435808338,0.112904530073752,0.139280463616064,0.165636169082833,-0.0475268806610979
"18",12.708386399815,-56.1235577680423,"C5_FWB_pup_end_2018B",16849955.8609979,1.20539419729031,"C5","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCuueE","F5_C5","F5","M",NA,"not sure about delta days","2018_2019","C5_2","C5_2","2","09-02-2019",71,57,"60","blood","FWB","Pup","1","0","0","0","1","0",10,0,3,87,0,"200",0.149425287356322,-1.90095876119305,-0.0124477435808338,0.112904530073752,0.139280463616064,0.165636169082833,-0.0475268806610979
"19",60.6060385246513,18.1639794240741,"C6_FWB_pup_start_2018B",25908766.361214,1.23045300780754,"C6","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","F6_C6","F6","F",NA,NA,"2018_2019","C6_1","C6_1","1","15-12-2018",15,0,"2to5","blood","FWB","Pup","3","1","0","0","2","0",18,9,0,69,4,"32",0.449275362318841,-0.800119300112113,-0.0028163744137063,0.00809114353553938,-0.00807831853722385,-0.032706547076901,-0.0320142412056517
"20",50.9986710228,-16.642899886057,"C6_FWB_pup_end_2018B",30044033.416216,1.34426173187232,"C6","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","F6_C6","F6","F",NA,"not sure about delta days","2018_2019","C6_2","C6_2","2","06-02-2019",68,53,"56","blood","FWB","Pup","5","2","1","0","0","2",30,5,0,58,7,"90",0.724137931034483,-0.322773392263051,-0.0028163744137063,0.00809114353553938,-0.00807831853722385,-0.032706547076901,-0.0320142412056517
"21",-25.1375152620108,24.7474035672541,"C7_FWB_pup_start_2018B",31935402.974788,0.951719533264953,"C7","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","F7_C7","F7","M",NA,"not sure about age","2018_2019","C7_1","C7_1","1","17-12-2018",17,0,"2to5","blood","FWB","Pup","1","0","0","1","0","0",0,10,3,82,5,"86",0.219512195121951,-1.51634748936809,-0.0150269830753783,-0.0393306389747797,-0.00440458719236856,-0.00908580698612509,0.0254849698664303
"22",60.4548711954088,-38.9935966906162,"C7_FWB_pup_end_2018B",20360652.5548882,1.28883656714114,"C7","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","F7_C7","F7","M",NA,"not sure about age","2018_2019","C7_2","C7_2","2","16-02-2019",78,61,"64","blood","FWB","Pup","4","1","0","0","3","0",34,13,2,48,3,"40",1.08333333333333,0.0800427076735364,-0.0150269830753783,-0.0393306389747797,-0.00440458719236856,-0.00908580698612509,0.0254849698664303
"23",-1.60255380724525,-8.1135900915472,"C8_FWB_pup_start_2018B",13826993.1490199,0.964421838923025,"C8","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","F8_C8","F8","M",NA,NA,"2018_2019","C8_1","C8_1","1","17-12-2018",17,0,"2to5","blood","FWB","Pup","2","0","0","0","2","0",25,2,0,71,2,"50",0.408450704225352,-0.895384047054841,-0.0384497100251171,-0.0186673715279982,0.0116780335454558,0.00459860426763326,0.0123927324216596
"24",-38.3371811806791,-73.1544258304771,"C8_FWB_pup_end_2018B",20147762.3944172,1.19512846474664,"C8","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCutzE","F8_C8","F8","M",NA,"not sure about delta days","2018_2019","C8_2","C8_2","2","07-02-2019",69,52,"55","blood","FWB","Pup","3","1","0","0","2","0",27,3,1,61,8,"47",0.639344262295082,-0.447312218043665,-0.0384497100251171,-0.0186673715279982,0.0116780335454558,0.00459860426763326,0.0123927324216596
"25",15.0010711829618,1.50464141295385,"C9_FWB_pup_start_2018B",11605594.5706166,1.10002373012803,"C9","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","F9_C9","F9","M",NA,NA,"2018_2019","C9_1","C9_1","1","17-12-2018",17,0,"2to5","blood","FWB","Pup","3","1","0","0","2","0",14,5,1,76,4,"52",0.315789473684211,-1.15267950993839,-0.00624955786521123,0.00315373246406041,0.00908394835677658,-0.0337902862626972,0.0180293826781763
"26",-6.83464833749754,-73.4605075923438,"C9_FWB_pup_end_2018B",7643041.47661679,0.768172414198423,"C9","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","F9_C9","F9","M",NA,"not sure about delta days","2018_2019","C9_2","C9_2","2","06-02-2019",68,51,"54","blood","FWB","Pup","11","2","0","0","9","0",16,2,0,81,1,"14",0.234567901234568,-1.450010175506,-0.00624955786521123,0.00315373246406041,0.00908394835677658,-0.0337902862626972,0.0180293826781763
"27",-70.8800339486179,21.3363911839394,"F1_FWB_mum_start_2018B",21746528.1363803,0.91054947598692,"F1","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCuueE","F1_C1",NA,"F",NA,NA,"2018_2019","F1_1","F1_1","1","10-12-2018",10,0,NA,"blood","FWB","Mother","10","7","1","0","1","1",50,8,0,41,1,"25",1.4390243902439,0.363965377201412,-0.0147034049269146,0.0456259528069932,0.0267645975689473,0.0443262619693938,0.0556908031274899
"28",71.2793187489449,-1.27620759797466,"F1_FWB_mum_end_2018B",20717153.2014844,1.293086199056,"F1","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","F1_C1",NA,"F",NA,NA,"2018_2019","F1_2","F1_2","2","02-02-2019",64,54,NA,"blood","FWB","Mother","8","4","0","0","3","1",50,5,0,39,6,"16",1.56410256410256,0.447312218043665,-0.0147034049269146,0.0456259528069932,0.0267645975689473,0.0443262619693938,0.0556908031274899
"29",44.1727840766417,91.5636564544997,"F11_FWB_mum_start_2018B",29242985.8296551,1.22630085153026,"F11","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","F11_C11",NA,"F",NA,NA,"2018_2019","F11_1","F11_1","1","18-12-2018",18,0,NA,"blood","FWB","Mother","1","1","0","0","0","0",52,6,0,36,6,"136",1.77777777777778,0.575364144903562,-0.0106465247706277,0.0214602881444892,-0.0261453782456502,-0.0264785321769161,0.0740361884737188
"30",-65.1474741215142,-15.445390046617,"F11_FWB_mum_end_2018B",11329819.0486458,0.445514898057761,"F11","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","F11_C11",NA,"F",NA,NA,"2018_2019","F11_2","F11_2","2","23-01-2019",54,36,NA,"blood","FWB","Mother","26","3","0","0","23","0",19,5,0,73,3,"8",0.36986301369863,-0.994622575144062,-0.0106465247706277,0.0214602881444892,-0.0261453782456502,-0.0264785321769161,0.0740361884737188
"31",-157.43210770618,-4.97460245030372,"F14_FWB_mum_start_2018B",14417162.0883602,0.638360934297909,"F14","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","F14_C14",NA,"F",NA,NA,"2018_2019","F14_1","F14_1","1","20-12-2018",20,0,NA,"blood","FWB","Mother","7","4","1","0","2","0",18,9,0,69,4,"30",0.449275362318841,-0.800119300112113,-0.0132984710013073,-0.00949859678803237,-0.0356448180052248,0.0196230537014702,0.0326176879189156
"32",-51.4246009207657,-33.2582218083313,"F14_FWB_mum_end_2018B",9304762.33350089,0.886617150747604,"F14","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","F14_C14",NA,"F",NA,NA,"2018_2019","F14_2","F14_2","2","07-02-2019",69,49,NA,"blood","FWB","Mother","2","1","0","0","1","0",31,7,2,59,1,"34",0.694915254237288,-0.363965377201412,-0.0132984710013073,-0.00949859678803237,-0.0356448180052248,0.0196230537014702,0.0326176879189156
"33",-37.2236300550845,50.9547246453407,"F15_FWB_mum_start_2018B",24410973.1237424,0.946955750741335,"F15","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","F15_C15",NA,"F",NA,NA,"2018_2019","F15_1","F15_1","1","20-12-2018",20,0,NA,"blood","FWB","Mother","3","0","0","0","2","1",48,16,0,30,6,"28",2.33333333333333,0.847297860387204,-0.0169123912513938,0.000376093140062231,-0.0405204521902842,-0.0224849476614321,0.0139085962642857
"34",-8.45347775666852,-11.1805784922331,"F15_FWB_mum_end_2018B",10557335.5448502,1.0157069662983,"F15","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","F15_C15",NA,"F",NA,NA,"2018_2019","F15_2","F15_2","2","23-01-2019",54,34,NA,"blood","FWB","Mother","4","2","0","0","1","1",41,3,0,47,9,"18",1.12765957446809,0.120144311842063,-0.0169123912513938,0.000376093140062231,-0.0405204521902842,-0.0224849476614321,0.0139085962642857
"35",-25.398846994399,52.4943905269617,"F16_FWB_mum_start_2018B",26319169.899549,0.984521840891271,"F16","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCutzE","F16_C16",NA,"F",NA,NA,"2018_2019","F16_1","F16_1","1","20-12-2018",20,0,NA,"blood","FWB","Mother","5","2","1","0","2","0",61,17,0,18,4,"23",4.55555555555556,1.51634748936809,0.0123383201649102,0.0295237435112279,-0.00882606340879338,-0.0430607873627799,0.0396605810666241
"36",31.7938038117877,27.1441719792637,"F16_FWB_mum_end_2018B",30823668.7690267,1.16922310177508,"F16","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","F16_C16",NA,"F",NA,NA,"2018_2019","F16_2","F16_2","2","29-01-2019",60,40,NA,"blood","FWB","Mother","0","0","0","0","0","0",33,23,0,35,9,"158",1.85714285714286,0.619039208406224,0.0123383201649102,0.0295237435112279,-0.00882606340879338,-0.0430607873627799,0.0396605810666241
"37",36.2389491524053,47.0190882829805,"F17_FWB_mum_start_2018B",20066171.5605619,1.07672325144172,"F17","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","F17_C17",NA,"F",NA,NA,"2018_2019","F17_1","F17_1","1","20-12-2018",20,0,NA,"blood","FWB","Mother","5","1","1","0","3","0",42,9,0,45,4,"43",1.22222222222222,0.200670695462151,-0.0359469240025918,0.030262474229837,-0.0442807705432242,-0.00795020026865751,0.0489310143589503
"38",35.0228074028569,-30.1940181291489,"F17_FWB_mum_end_2018B",24152892.4607507,1.23815951741318,"F17","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCutzE","F17_C17",NA,"F",NA,NA,"2018_2019","F17_2","F17_2","2","11-02-2019",73,53,NA,"blood","FWB","Mother","7","3","0","0","3","1",37,4,0,43,16,"23",1.32558139534884,0.281851152140988,-0.0359469240025918,0.030262474229837,-0.0442807705432242,-0.00795020026865751,0.0489310143589503
"39",-31.1364646555322,73.4133503761368,"F18_FWB_mum_start_2018B",30222876.545303,0.945656416852217,"F18","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","F18_C18",NA,"F",NA,NA,"2018_2019","F18_1","F18_1","1","20-12-2018",20,0,NA,"blood","FWB","Mother","1","1","0","0","0","0",51,10,0,27,12,"61",2.7037037037037,0.994622575144062,-0.0159855947927902,-0.0293898071867984,-0.0332410804820708,-0.0185942689112843,0.0154376322342969
"40",-81.5084416914357,-30.6553254826209,"F18_FWB_mum_end_2018B",19976829.2117835,0.936833418545029,"F18","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCokaE","F18_C18",NA,"F",NA,NA,"2018_2019","F18_2","F18_2","2","11-02-2019",73,53,NA,"blood","FWB","Mother","4","2","0","0","2","0",52,5,0,31,12,"21",2.2258064516129,0.800119300112113,-0.0159855947927902,-0.0293898071867984,-0.0332410804820708,-0.0185942689112843,0.0154376322342969
"41",-88.9772421788408,35.264824365938,"F19_FWB_mum_start_2018B",19664020.2234149,0.884202831549528,"F19","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCuueE","F19_C19",NA,"F",NA,NA,"2018_2019","F19_1","F19_1","1","20-12-2018",20,0,NA,"blood","FWB","Mother","7","7","0","0","0","0",72,7,0,5,16,"18",19,2.94443897916644,-0.0265469225026641,-0.00036971307022405,-0.0252332597031577,0.0134490968837452,0.0350744981983288
"42",-32.8603388359427,-3.44887154347077,"F19_FWB_mum_end_2018B",16078942.2320745,0.941411684285582,"F19","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","F19_C19",NA,"F",NA,NA,"2018_2019","F19_2","F19_2","2","05-02-2019",67,47,NA,"blood","FWB","Mother","11","6","1","0","4","0",48,10,0,32,10,"15",2.125,0.75377180237638,-0.0265469225026641,-0.00036971307022405,-0.0252332597031577,0.0134490968837452,0.0350744981983288
"43",-21.0587139261489,99.5971247771333,"F21_FWB_mum_start_2018",12652314.6726667,0.714527257114444,"F21","BGISEQ-500 Transcriptome","F20FTSEUHT0820_ARCbfrE","F21_C21",NA,"F",NA,NA,"2018_2019","F21_1","F21_1","1","21-12-2018",21,0,NA,"blood","FWB","Mother","9","2","1","0","6","0",30,6,0,61,3,"11",0.639344262295082,-0.447312218043665,-0.0134219410338704,-0.000816219635785546,0.0341121789454536,0.00271760043855784,-0.00664610232491704
"44",-58.4306857550499,-22.4114025236336,"F24_FWB_mum_end_2018B",27578841.891958,0.981976930020959,"F24","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","F24_C24",NA,"F",NA,NA,"2018_2019","F24_2","F24_2","2","17-02-2019",79,58,NA,"blood","FWB","Mother","6","2","1","0","3","0",50,4,0,40,6,"17",1.5,0.405465108108164,-0.0123646285114643,-0.00900473364518573,-0.00741441721351662,-0.00509845817118272,-0.0262732196753831
"45",41.867594595883,61.4989850870428,"F5_FWB_mum_start_2018B",28760731.8787802,1.11048935812797,"F5","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","F5_C5",NA,"F",NA,NA,"2018_2019","F5_1","F5_1","1","14-12-2018",14,0,NA,"blood","FWB","Mother","2","2","0","0","0","0",46,3,0,51,0,"40",0.96078431372549,-0.0400053346136991,-0.0176458989579327,0.156562952942558,0.191261698464695,0.220163770601336,-0.0840351527899126
"46",-41.5834727382635,-64.5166984959873,"F5_FWB_mum_end_2018B",20448340.3348699,1.08485620960447,"F5","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","F5_C5",NA,"F",NA,NA,"2018_2019","F5_2","F5_2","2","09-02-2019",71,57,NA,"blood","FWB","Mother","16","5","1","0","10","0",31,5,0,63,1,"19",0.587301587301587,-0.532216813747308,-0.0176458989579327,0.156562952942558,0.191261698464695,0.220163770601336,-0.0840351527899126
"47",-8.09066630050683,-43.9548098005112,"F6_FWB_mum_end_2018B",16180421.7801833,1.00910224345996,"F6","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","F6_C6",NA,"F",NA,NA,"2018_2019","F6_2","F6_2","2","06-02-2019",68,53,NA,"blood","FWB","Mother","5","3","0","0","2","0",18,1,2,74,5,NA,0.351351351351351,-1.04596855518269,-6.45299901659417e-05,-0.00398946073182113,0.0164643153931848,-0.0483554785259747,-0.0382456095795088
"48",-77.0942586803003,36.2182510186654,"F7_FWB_mum_start_2018B",18788535.6717226,0.845578475127815,"F7","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","F7_C7",NA,"F",NA,NA,"2018_2019","F7_1","F7_1","1","17-12-2018",17,0,NA,"blood","FWB","Mother","11","4","0","0","7","0",22,6,0,70,2,"32",0.428571428571429,-0.847297860387204,-0.0282489399182654,-0.0293067248787189,-0.0229958926466192,-0.0132296283412356,0.0328267124329105
"49",-88.9755905197228,-42.7224357194032,"F7_FWB_mum_end_2018B",10199956.2449847,0.876101026207363,"F7","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","F7_C7",NA,"F",NA,NA,"2018_2019","F7_2","F7_2","2","16-02-2019",78,61,NA,"blood","FWB","Mother","7","1","0","1","3","2",31,9,3,50,7,"29",1,0,-0.0282489399182654,-0.0293067248787189,-0.0229958926466192,-0.0132296283412356,0.0328267124329105
"50",18.2112127883718,93.7843385186828,"F8_FWB_mum_start_2018B",15562101.0644781,0.880359685017604,"F8","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","F8_C8",NA,"F",NA,NA,"2018_2019","F8_1","F8_1","1","17-12-2018",17,0,NA,"blood","FWB","Mother","6","3","0","0","3","0",62,7,0,29,2,"25",2.44827586206897,0.895384047054841,-0.0253537266038882,-0.0151655290108069,0.00410050679376836,-0.00163171114567922,0.00323996822641031
"51",51.5331336468053,26.2422214439501,"F8_FWB_mum_end_2018B",23977680.4811295,1.24195876360187,"F8","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","F8_C8",NA,"F",NA,NA,"2018_2019","F8_2","F8_2","2","07-02-2019",69,52,NA,"blood","FWB","Mother","11","6","0","0","4","1",42,2,0,50,6,"16",1,0,-0.0253537266038882,-0.0151655290108069,0.00410050679376836,-0.00163171114567922,0.00323996822641031
"52",-104.401716436313,28.8202950451879,"F9_FWB_mum_start_2018B",10572635.4108865,0.722002950141782,"F9","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCutzE","F9_C9",NA,"F",NA,NA,"2018_2019","F9_1","F9_1","1","17-12-2018",17,0,NA,"blood","FWB","Mother","7","3","2","0","2","0",43,8,0,45,4,"15",1.22222222222222,0.200670695462151,-0.0103504024664108,0.00865138990913256,0.0051674115795412,-0.0289768043344047,0.0119591111021777
"53",-48.0570155921936,-55.0721062564479,"F9_FWB_mum_end_2018B",16488397.5727719,1.08161274112377,"F9","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCutzE","F9_C9",NA,"F",NA,NA,"2018_2019","F9_2","F9_2","2","06-02-2019",68,51,NA,"blood","FWB","Mother","5","2","0","0","3","0",23,4,3,68,2,"54",0.470588235294118,-0.75377180237638,-0.0103504024664108,0.00865138990913256,0.0051674115795412,-0.0289768043344047,0.0119591111021777
"54",-61.4999043311512,17.7617661914453,"FWB10_FWB_mum_start_2019B",13782131.4559794,0.744904185184114,"FWB10","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCutzE","FWB10_N10",NA,"F",NA,NA,"2019_2020","FWB10_1","FWB10_1","1","11-12-2019",11,0,NA,"blood","FWB","Mother","3","2","0","0","1","0",42,2,0,46,10,"18",1.17391304347826,0.160342650075179,-0.0122107020265805,0.0173741815682489,0.0692514536915182,-0.0261548360588547,0.016245330954045
"55",59.9602206979402,10.5812532495414,"FWB10_FWB_mum_end_2019B",18872430.1439169,1.10292946781201,"FWB10","DNBSEQ Transcriptome","F20FTSEUHT1199_ARCcdmE","FWB10_N10",NA,"F",NA,NA,"2019_2020","FWB10_2","FWB10_2","2","16-02-2020",78,67,NA,"blood","FWB","Mother","5","3","0","0","2","0",23,5,2,65,5,"20",0.538461538461538,-0.619039208406224,-0.0122107020265805,0.0173741815682489,0.0692514536915182,-0.0261548360588547,0.016245330954045
